TSLA,07/31/2018 21:59,"Tesla shareholders, buckle up — given how Elon Musk is driving the company",http://www.marketwatch.com/story/tesla-shareholders-should-buckle-up-given-how-elon-musk-is-driving-the-company-2018-07-31,"Here’s a big question I’d be asking if I owned Tesla stock: What happened to 345,000 reservations?When Tesla’s Model 3 was released, it was supposed to be a $35,000 car. Four hundred thousand people, including yours truly, put down a $1,000 deposit to reserve their spots in line so they could get their hands on that marvel as soon as it became available. It was a brilliant move by Tesla TSLA, +2.75%  , as it provided the company $400 million of interest-free financing — the biggest crowdfunding project ever.Today, after some delays, the Model 3 is being produced. However, $35,000 seems to have been a fiction of CEO Elon Musk’s imagination. Though the car is getting great reviews from auto critics, the price for a bare-bones Model 3 starts at $49,000, and the tax incentives are fading away.But something interesting happened recently. I received an email from Tesla that said: Model 3 is available to order, and no reservation is required in the U.S. We’re now offering all our best options — including our Long Range and Performance configurations with dual motor all-wheel drive. You can design and order yours today for delivery in approximately 2–4 months.On the surface this sounds like great news, except that it begs a question: What happened to 345,000 orders? Let me explain. According to Bloomberg, which has been tracking Tesla’s production, to date (as of July 28, 2018) Tesla has produced 55,000 Model 3 cars. Since a $1,000 deposit was supposed to secure buyers a place in line, any car ordered today will only be delivered after orders that were placed years ago are fulfilled — after all, 400,000 people paid Tesla $1,000 to hold their places.Thus there are only three possible explanations for the email I received. One is that Model 3 production is expected to accelerate at an exponential rate to 40,000 cars a week, starting now. However, Bloomberg estimates that Tesla’s normal production cadence of the Model 3 is closer to 2,825 cars a week, so this is a highly unlikely scenario.Or two, maybe Tesla has been extremely liberal with its statement of a two-to-four month delivery schedule because it still has 345,000 cars to produce before it can start fulfilling new orders, and the company is using that email to raise additional funds from new customers making deposits. (The required deposit is now $2,500.)There is a third explanation: The bulk of the original 400,000 orders were for a $35,000 car. When it came time to actually buy the car, consumers may have realized that the out-of-pocket expense was much more than expected and simply canceled their orders, draining Telsa’s balance sheet of $345 million.This brings us to the next question: How sound is Tesla’s balance sheet?What Musk has achieved with Tesla and SpaceX is truly astounding. I have incredible respect for him, but he is also a magician playing a confidence game. If Musk can continue to convince the market that Tesla has a bright future, then the market will continue to finance Tesla’s losses, and maybe Musk will figure out how to produce the Model 3 more cheaply and then Tesla will sell hundreds of thousands of Model 3s and the future will be as bright as Musk paints it.For that to happen, Tesla needs to maintain its high stock price, and investors have to believe that Musk is the Iron Man. Investors have to suspend belief, ignore current problems, and focus on the future. However, if the market loses confidence in Tesla and Musk, Tesla is done. This company is losing billions of dollars a year; it has an over-levered balance sheet. This is where Musk’s confidence game comes in.If you believe in magic stop reading right now. Okay, you’ve been warned.There is no magic. Magic is just the art of misdirection. The magician gets you to focus on the shiny object he holds in his left hand and you don’t see what he is doing with his right hand.Musk has been showing us a lot of shiny objects. Some are real, like the success of SpaceX; some are superfluous, like sending a Tesla Roadster into space, and some are future promises on which Musk may or may not be able to deliver, like his futuristic underground railroad for cars (the hyperloop) and the Tesla truck, which is unlikely to be produced on time and at the promised price. The list is long in this category and never-ending; Musk’s futuristic thinking knows no bounds.But importantly, these promises are the shiny objects that keep Tesla’s stock price high.If I was a Tesla investor I’d be seriously worried about the company’s balance sheet. There are some ominous signs that Tesla’s financial situation is deteriorating rapidly. Tesla reportedly recently sent an email to its suppliers asking them to give some money back to help the company with its profitability.Such requests are made by companies looking for Hail Mary solutions to significant financial problems. If suppliers start questioning Tesla’s financial viability, they’ll start shortening their accounts receivables periods and start requesting letters of credit. This would escalate the company’s problems. Hail Marys are acts of desperation. Putting this in the context of the likely Model 3 cancellations, — Tesla’s cash burn has likely gotten a lot worse.Read: Tesla says it did not ask suppliers for cash backThis brings us to the last question: How effective is Musk at running Tesla?Tesla is Elon Musk. He has achieved more than many of us will achieve in a thousand lifetimes. But today Musk is running half a dozen companies (Tesla, SpaceX, Solar City, Boring, OpenAI, Hyperloop). To make matters worse, he is also an incredible micromanager. I read that he interviews (or at least used to) every new employee who joins Tesla and SpaceX.It is clear that Musk is quite exhausted, and his behavior is becoming more erratic. In a conference call snafu in April, he called the British diver who saved the Thai cave kids a “pedo” on Twitter. This sort of thing undermines Musk’s Iron Man image — if he loses that, the confidence game is lost and Tesla is done.Read: UBS, Goldman see Tesla shares falling 30%, keep bearish stance on stock ahead of company resultsAnother red flag went up recently: Musk started to attack short sellers. A short seller who went under the name of Montana Sceptic posted negative research on Tesla on Twitter and SeekingAlpha. Elon Musk personally called the man’s employer and threatened a lawsuit if the employer didn’t silence Montana Sceptic. Historically, companies that have gone after short sellers have had something to hide or were playing a confidence game. (The short sellers were interfering with the misdirection to shiny objects.)Read: Tesla earnings: Gear up for more drama after Model 3 production burstTesla investors are still fascinated by the shiny objects, but I note that CDS insurance on Tesla’s bonds prices in a 24% risk of default by 2025. I am not long or short the stock. But if I were long Tesla’s shares I’d be asking myself these questions. After all, you’re paying $50 billion for a company that trades completely on the spoils of future dreams.So, how does one invest in this overvalued stock market? Our strategy is spelled out in this fairly lengthy article.Vitaliy Katsenelson is chief investment officer at  Investment Management Associates  in Denver, Colo. He is the author of “Active Value Investing” (Wiley) and “The Little Book of Sideways Markets” (Wiley). Read more on Katsenelson’s  Contrarian Edge  blog. And get email alerts about new columns by Vitaliy Katsenelson here(Requires sign-in.)Read: His winning bet during the financial crisis garnered him fame — now, he’s betting against Elon Musk’s TeslaVitaliy Katsenelson is chief investment officer at Investment Management Associates in Denver, Colo.Join the conversation"
TSLA,07/31/2018 18:59,Tesla says it did not ask suppliers for cash back,http://www.marketwatch.com/story/tesla-says-it-did-not-ask-suppliers-for-cash-back-2018-07-23,"Tesla responded on Monday to a Wall Street Journal report that it asked some suppliers to rebate payments going back to 2016, saying that it asked fewer than 10 suppliers for reductions in total capital expenditure spending on projects that began in 2016 but are still not complete.A Tesla spokesman declined to provide MarketWatch with a copy of the memo reportedly sent to some vendors that was referenced in the report. But he said the company is focused on reaching a “more sustainable” long-term cost basis with suppliers, including pushing for future cost reductions.The Wall Street Journal reported late on Sunday that some suppliers had been asked to rebate payments going back to 2016, sending Tesla shares down 5% in early trading on Monday.Tesla  TSLA, +2.75%  shares have lost 2.7% so far this year, and more than 7% in the past 12 months, which contrasts with S&P 500 index’s   SPX, +0.49%  gains of more than 5% for the year and 13% in the last 12 months.“Negotiation is a standard part of the procurement process, and now that we’re in a stronger position with Model 3 production ramping, it is a good time to improve our competitive advantage in this area,” the spokesman said in emailed comments.“We’re focused on reaching a more sustainable long term cost basis, not just finding one-time reductions for this quarter, and that’s good for Tesla, our shareholders, and our suppliers who will also benefit from our increasing production volume and future growth opportunities.”Any changes with suppliers would improve Tesla’s future cash flows “but not impact our ability to achieve profitability in Q3,” said the spokesman. Discussions with suppliers are focused entirely on future parts price and design or process changes, he said, intended to lower costs in the future rather than make prior period adjustments of capital expenditure projects, according to the spokesman.Tesla shares were down 3.5% in late Monday trade.Francine McKenna is a MarketWatch reporter based in Washington, covering financial regulation and legislation from a transparency perspective. She has written about accounting, audit, fraud and corporate governance for publications including Forbes, the Financial Times, Accountancy and the American Banker. McKenna had 30 years of experience at banks and professional-services firms, including at PwC and KPMG, before becoming a full-time writer.Join the conversation"
TSLA,07/31/2018 10:59,"Ex-SolarCity workers sue Tesla, claiming it inflated sales with fake accounts",http://www.marketwatch.com/story/ex-solarcity-workers-sue-tesla-claiming-it-inflated-sales-with-fake-accounts-2018-07-31,"Three former SolarCity Corp. employees have filed a wrongful-termination suit against the company and Tesla Inc., alleging they witnessed wrongdoing that included the practice of creating fake sales accounts to inflate the books.The San Diego-area plaintiffs, two men and a woman who said they worked as energy consultants, allege that the fake accounts created were used to justify bonuses for those employees involved, and also to justify “an unreasonably high valuation of SolarCity,” according to a copy of the complaint, filed last week in San Diego Superior Court.Tesla has denied the allegations, saying it fully investigated the issues and the facts didn’t support the plantiffs’ accusations, including the claims of false sales records.Related: Goldman Sachs warns of ‘waning’ Tesla Model 3 social-media buzzTesla TSLA, +2.75%  bought SolarCity for $2.6 billion in 2016. The solar-power company, which popularized the leasing of residential solar-power systems, was founded by two of Tesla Chief Executive Elon Musk’s cousins. The acquisition has had its fair share of detractors, with the accompanying lawsuits to challenge it, mostly alleging breach of fiduciary duty by Tesla.The San Diego plaintiffs said they took their concerns to management, including to Musk, but instead they were fired in late May 2017, according to a copy of the lawsuit published by Ars Technica.They are also suing the companies for failure to pay overtime, failure to provide work breaks, and other work-related complaints. In addition, one of the men alleges he was sexually harassed due to his sexual orientation, and the other man alleges that age discrimination was behind his firing.See also: Tesla earnings: Gear up for more drama after Model 3 production burstBoth sides are scheduled to meet with Superior Court Judge Gregory Pollack on Dec. 28.A Tesla spokesperson said Tuesday the plaintiffs’ roles were eliminated last year as part of the Tesla-SolarCity integration, when Tesla decided to end door-to-door sales of energy products. The suggestion they were eliminated for any other reason “is false,” the company said in an e-mailed statement.The allegations of false sales records were investigated and found to be inaccurate, Tesla said.“To be clear, we have seen absolutely nothing that suggests there were ‘fake potential sales accounts’ as claimed in the lawsuit,” the company said. Other allegations in the suit were unsubstantiated.“Tesla is absolutely against any form of discrimination, harassment, or unfair treatment of any kind by or against anyone, and we take any concerns raised by employees very seriously, as we did here. In this case, the facts simply don’t support the plaintiffs’ story,” the company said.Tesla shares rose 1.9% on Tuesday, a day before the company is scheduled to report second-quarter results. Tesla shares have lost 5% this year and 8.6% in the past 12 months. In the same time frames, the S&P 500 index                          SPX, +0.49%                   has gained 5.6% and 14%, and the Dow Jones Industrial Average                          DJIA, +0.43%                   has advanced 3.1% and 16%.Claudia Assis is a San Francisco-based reporter for MarketWatch. Follow her on Twitter @ClaudiaAssisMW.Join the conversation"
TSLA,07/31/2018 07:59,Elon Musk: A Deep Dive into the Tesla Chief’s Tweets,https://www.barrons.com/articles/elon-musk-a-deep-dive-into-the-tesla-chiefs-tweets-1533048033,"Here’s the deep dive on Elon Musk tweets you didn’t know you needed.The Wall Street Journal has published a visual analysts of nearly 5,000 tweets from the account of the Tesla (TSLA) chief, noting their frequency—he’s among the most active big tech CEOs on Twitter—at-times-unbridled nature, and propensity for being replies to other peoples’ tweets.He’s willing to take on critics, reply to people without large follower counts, and make jokes that belie the traditional image of the publicly-circumspect-to-a-fault CEO. He’ll market his products and respond to customer queries.And, of course, he’ll take on the media—or, if they write something he likes, praise them, as he recently did in the case of a Journal columnist who praised the Model 3.The Journal's feature is an interesting read, but you can also go straight to the source. Musk has only posted a few times today so far—all of them replies.Tesla, a Barron’s Next 50 company is scheduled to report quarterly financial results after the market’s close on Wednesday. Barron’s Teresa Rivas wrote a preview yesterday.Email David Marino-Nachison at david.marino-nachison@barrons.com. Follow him at @marinonachison and follow Barron’s next at @barronsnext."
TSLA,07/31/2018 06:59,"Thinking about buying stock in Advanced Micro Devices, Chesapeake Energy, General Electric, Micron or Tesla?",http://www.wsj.com/articles/PR-CO-20180731-912859,
GOOG,07/31/2018 11:59,Waymo’s driverless cars will give you a ride to the bus stop in Arizona,http://www.marketwatch.com/story/waymos-driverless-cars-will-give-you-a-ride-to-the-bus-stop-in-arizona-2018-07-31,"Alphabet Inc.’s Waymo will use its self-driving cars to drive Phoenix-area bus and rail riders to their nearest public transportation stop.Waymo is teaming up with the Phoenix public transportation agency, Valley Metro, to use self-driving cars to “better connect” riders with the city’s existing bus and light rail lines.“Working together, we want to explore how self-driving vehicles could fill transportation and mobility gaps for riders across the Greater Phoenix area,” Alphabet’s GOOG, -0.20%GOOGL, -0.23%  Waymo said in a post at online publishing site Medium.Waymo is the driverless-car unit of Alphabet, which in February said its self-driving cars had covered 5 million miles on public roads.Related: Uber shuts its self-driving truck unitWaymo plans to launch the first phase of the partnership in August, offering first- and last-mile connections to Phoenix’s Valley Metro employees. Riders will be able to hail a ride through the Waymo app to take them to the nearest public transportation stop.At some unspecified point in time, the partnership would be extended to all riders.See also: Daimler, China’s Baidu step up driverless alliance“This will form the basis of joint research to evaluate the adoption of Waymo technology, its impact, and its long-term potential to enable greater access to public transit,” Waymo said in the post.Alphabet shares have gained 17% this year, outstripping 5.4% gains for the S&P 500 index                          SPX, +0.49%                   and a 3% advance for the Dow Jones Industrial Average.                          DJIA, +0.43%Claudia Assis is a San Francisco-based reporter for MarketWatch. Follow her on Twitter @ClaudiaAssisMW.Join the conversation"
GOOG,07/31/2018 10:59,"After a decade of wins, the end may be near for one of Wall Street’s best stock trades",http://www.marketwatch.com/story/after-a-decade-of-wins-the-end-may-be-near-for-one-of-wall-streets-best-stock-trades-2018-07-30,"For years, one of the most successful trades in the U.S. stock market has been to favor high-growth stocks over ones considered to be undervalued. At long last, this trend may be unraveling.Value-based strategies could be poised for a comeback, as the overall economic environment becomes more challenging, with rising interest rates and a less-certain growth outlook. At the same time, the advance in growth-based plays is seen as overdone, as highlighted by recent implosions in some of the strategy’s biggest outperformers, including Facebook and Netflix.“We think the turn is in,” wrote Morgan Stanley in a Monday note to clients, saying that the “almost unprecedented” degree of outperformance by growth over value was poised to shift.Don’t miss: Prepare for the biggest stock-market selloff in months, Morgan Stanley warnsThus far this year, the S&P 500 Growth index SP500G, +0.68%  is up 10.8%, a move that is more than twice the 4.8% gain of the overall S&P 500 SPX, +0.49% Meanwhile, the S&P 500 Value index SP500V, +0.27% is down 0.2% thus far this year.This trend has held across market capitalization sizes. The Russell 1000 Value index RLV, +0.36%  is up 0.4% thus far in 2018, below the overall Russell 1000 RUI, +0.53% (up 4.7%) and the Russell 1000 Growth index RLG, +0.70%  (up 8.8%). The Russell 2000 index RUT, +1.07%  of small-capitalization shares is up 7.7%—the Russell 2000 Growth index RUO, +1.39%  is up 9.7% while its value index RUJ, +0.75%  is up 5.4%.This is hardly new to 2018. Value has been such an underperformer for years—not only relative to growth, but also to the broader market—that last year Goldman Sachs asked whether markets had seen “the death of value.” The investment bank was just one in a chorus of voices sounding the alarm; Jeremy Grantham, the founder of asset manager GMO, suggested that many of the mostly widely used metrics in evaluating undervalued companies no longer held much weight for stock moves.The following FactSet chart looks at the 10-year performance of the S&P 500 growth index (in green), and compares it with both the unadjusted index (red) and the value index (blue). The chart illustrates that growth has consistently, and significantly outperformed over the past decade.“We appreciate the fact that fighting momentum can be a losing game but when things get this extreme and there is evidence of a turn, we have to go the other way,” Morgan Stanley wrote.While growth has done better for years, the degree to which it has been outperforming value has been unusually high of late. According to the investment bank, the difference hasn’t been this extreme since the dot-com era.Furthermore, the valuation difference between the large-cap growth stocks and their value equivalents is also at its most extreme since 2006. According to FactSet, the Russell 1000 growth index has a price-to-earnings ratio of 29.21, compared with the 17.98 ratio of the value index.While growth overall has benefited from an environment with low interest rates and steady economic expansion since the financial crisis, it has particularly benefited as some of the market’s biggest names have been growth plays. In particular, the FAANG group of stocks, which refers to Facebook FB, +0.89% Amazon.com AMZN, -0.10% Apple AAPL, +0.20% Netflix NFLX, +0.74% and Google-parent Alphabet GOOGL, -0.23%GOOG, -0.20% are all high-growth stocks.Related: Why investors shouldn’t sweat the stock market’s reliance on FAANG sharesWhile that group has led the market for years, including in 2018, the rally has recently shown signs of cracks. Both Netflix and Facebook tumbled after their most recent quarterly report, with Facebook suffering its biggest one-day drop ever and dropping into bear-market territory.Facebook’s plummet resulted in a rare week of pronounced outperformance by value instead of growth last week. The S&P 500 value index gained 1.44% over last week, compared with the 0.6% rise of the index overall. The growth index dropped 0.1%. That represented the biggest weekly outperformance by value over growth since December, according to the WSJ Market Data Group.“Whether this is a blip or the start of something new, where investors rotate into value in an earnest way, remains to be seen,” said Michael Mullaney, director of global markets research at Boston Partners. “However, the current environment feels a bit like the dot-com era, which was the last time that tech valuations in particular got a little stretched. When those pulled back, that led to a period of value outperformance that lasted for years.”Morgan Stanley espoused this view, saying that the outperformance of growth strategies wasn’t justified by past and forecast earnings growth.“Based on this spread widening over the past year, we think it time for a reversal. Either large-cap value stocks will go up more or large-cap growth stocks will simply come down and catch up with the rest of the market on P/E compression,” it wrote. “We think it will be the latter but would not care if it is the former. Either way Value outperforms Growth and we think the spread can narrow by 10-15% over the next several months.”Morgan Stanley analysts referred to the outperformance by the value contingent last week as “a good start.”Ryan Vlastelica is a markets reporter for MarketWatch and is based in New York. Follow him on Twitter @RyanVlastelica.Join the conversation"
GOOG,07/30/18,Fear the FAANG stocks? Here’s a better S&P 500 index fund for you,http://www.marketwatch.com/story/fear-the-faang-stocks-heres-a-better-sp-500-index-fund-for-you-2018-07-26,"The 20% decline in Facebook’s stock Thursday after disappointing second-quarter results underscores how sensitive investors can be to bad news for a high-flying tech company.Investors in S&P 500 Index funds suffered collateral damage, as they did last week when Netflix’s shares tumbled after the video-streaming company failed to hit its own subscriber target.The FAANG group of companies — Facebook FB, +0.89% Amazon AMZN, -0.10%AAPL, +0.20%AAPL, +0.20%  Apple AAPL, +0.20% Netflix NFLX, +0.74%  and Google holding company Alphabet GOOG, -0.20%GOOGL, -0.23%  — together had a market value of $3.37 trillion as of July 25. That incredible number represented 14% of the S&P 500 Index’s SPX, +0.49% total market capitalization, according to FactSet.So what? Those giant companies’ valuations reflect their success. But they also represent a considerable risk for the typical index-fund investor because the S&P 500 and the index funds that track it are weighted by market capitalization.But there is a different index approach that provides just as much diversification while limiting the risk of taking a brutal hit in one area of the market: equal-weighted index funds.One example is the Invesco S&P 500 Equal Weight ETF RSP, +0.68% As its name implies, this ETF holds the S&P 500 companies in equal proportions. The ETF has a four-star rating (out of five) from fund-research firm Morningstar and has an annual expense ratio of only 0.20%. Here’s how its performance has measured up over the past 10 years against the market-cap weighted SPDR S&P 500 ETF SPY, +0.49% net of expenses:That’s remarkable outperformance for the equal-weighted ETF, especially when you consider how successful the FAANG group has been.Let’s dig deeper into performance comparisons for more periods, this time also including the S&P 500 Index itself:So the market-cap-weighted SPDR S&P 500 ETF and the benchmark index have outperformed the Invesco S&P 500 Equal Weight ETF over the past five years, which have been wonderful years for Big Tech. But when you go out longer — 10 or 15 years — the lower-risk ETF shines.Don’t miss: These four fund managers and 30 analysts figured out how to consistently beat the S&P 500Create an email alert for Philip van Doorn’s Deep Dive columns here (requires sign-in).Philip van Doorn covers various investment and industry topics. He has previously worked as a senior analyst at TheStreet.com. He also has experience in community banking and as a credit analyst at the Federal Home Loan Bank of New York.Join the conversation"
GOOG,07/28/18,Weekend roundup: Facebook’s flogging | Amazon’s better news | FAANG stock exposure,http://www.marketwatch.com/story/weekend-roundup-facebooks-flogging-amazons-better-news-faang-stock-exposure-2018-07-27,"MarketWatch rounds up 10 of its most interesting topics over the past week.The 19% plunge in Facebook’s FB, +0.89% share price on Thursday after the company said it expected slower sales growth and faster increases in expenses may already seem like old news. Wall Street analysts may be upset with Facebook CEO Mark Zuckerberg, but they still love the stock, with 85% maintaining “buy” or equivalent ratings, according to FactSet.Meanwhile, Facebook is one of a very small number of S&P 500 stocks to show consistently high double-digit sales growth over the past two years.More Facebook fallout:• Facebook users have one red line they won’t cross• Facebook pays for all its mistakes at once, and it is a big bill• How Facebook’s $120 billion loss ranks among the biggest one-day stock disasters• Facebook’s plunge drops Zuckerberg down the billionaire ranks — behind a guy many Americans may not know• Hedge funds are paying a steep price for their love affair with Facebook’s stock• Facebook’s historic plunge, as seen through the eyes of the internet• One millennial options trader was killing it, then Facebook cost him $180,000And: Investors keep underestimating growth in internet advertising at their perilFollowing Facebook’s debacle, Amazon.com FB, +0.89% gave investors some relief by reporting a record quarterly profit along with a 39% increase in second-quarter sales from a year earlier.More on Amazon:• Record Amazon profit is result of less hiring, more ad sales• Analysts now project Amazon to top $1 trillion in market cap, ahead of AppleThe FAANG stocks — Facebook FB, +0.89% Amazon.com AMZN, -0.10% Apple AAPL, +0.20% Netflix NFLX, +0.74%  and Google holding company Alphabet GOOG, -0.20%GOOGL, -0.23%  — had a combined market value of $3.37 trillion as of the close on July 25, before Facebook’s shares took their hit. That represented a whopping 14% of the total market capitalization of the S&P 500 index SPX, +0.49% If that figure alarms you, here’s a better S&P 500 index fund — it’s long-term performance record may surprise you.You may be familiar with the story of a man who had to walk 20 miles to work and then was given a car by his boss. Heartwarming as the gift is, it underscores a deeper problem.Ben Carlson breaks it down for those starting to save for retirement at 30 or at 40 and then gradually increasing their 401(k) contributions. His caveat: consistently saving money in a linear fashion is probably one of the hardest things to do because life is inconsistent.And once you have that million bucks? If it’s invested in income investments that yield 5%, you’re earning $50,000 a year. Interest rates fluctuate and everybody’s circumstances are different, but those raw figures can at least help you to understand the kind of money you need to fund your nonworking years.More on preparing for retirement:• The states with the highest average retirement savings will surprise you• Take this quiz to see if you’re as clueless as the rest of America when it comes to your retirement• At some point you’ll retire. Here’s how to avoid screwing it upPresident Trump’s remarks about medication prices seems to be leading to a change in behavior among drugmakers and their executives.Here’s a list of six momentum stocks from Jeffrey James of Driehaus Capital Management, who has an excellent performance record against competing fund managers.President Trump and European Commission President Jean-Claude Juncker worked to patch up trade differences this week, but nobody knows how far Trump’s rounds of tariffs with China will escalate. Here are seven stocks of companies with luxury brands that should withstand any trade war.The bankruptcy of Lehman Brothers signaled the worst days of the 2008 financial crisis. Laurence Ball, the author of “The Fed and Lehman Brothers,” says the investment bank could have been saved and that the reasons given for its failure by Ben Bernanke, Henry Paulson and Timothy Geithner are “simply not true.”This 18-year-old hacker has put his computer hacking skills to very good use while being paid handsomely.Want more from MarketWatch? Check out our Personal Finance Daily or other newsletters, and get the latest news, personal finance and investing advice.Have this weekly roundup sent to your inbox. Subscribe to MarketWatch's free Weekly Roundup newsletter. Sign up here.Philip van Doorn covers various investment and industry topics. He has previously worked as a senior analyst at TheStreet.com. He also has experience in community banking and as a credit analyst at the Federal Home Loan Bank of New York.Join the conversation"
GOOG,07/28/18,"Esports go prime time this weekend, and that’s big news for stock-market investors",http://www.marketwatch.com/story/esports-go-prime-time-this-weekend-and-thats-big-news-for-stock-market-investors-2018-07-27,"Someday, we’ll look back on this summer as a turning point in the world of entertainment and how to invest in the sector.That’s because this weekend marks the first time a live esports videogame competition makes it to a major network’s prime-time slot.The championship playoffs this Friday and Saturday of a professional esports franchise called the Overwatch League is being aired by ESPN, part of Walt Disney DIS, +0.83% from the sold-out 20,00-seat-Barclays Center in Brooklyn (ESPN on Friday and ESPN3 on Saturday, with a later\ re-airing on Saturday on ESPN2). Highlights will run July 29 on Disney’s ABC network.If you don’t follow the Overwatch League and other parts of the online videogame world, it’s time to start paying attention because this popular entertainment trend offers some compelling investment opportunities. (I’ll get to specific stock plays in a follow-up column.) Here are some basics to get you up to speed.Online videogames, of course, have been popular for years. Fans regularly tune in to platforms like Amazon’s AMZN, -0.10% Twitch and Alphabet’s GOOG, -0.20%GOOGL, -0.23% YouTube Gaming to watch games and replays. Twitch has viewership numbers that dwarf the combined viewership of HBO, Netflix NFLX, +0.74%  and ESPN.During the past two years, videogame publishers have finally wised up on how to make more money from this trend. They’ve formed competitive leagues modeled after the major sports leagues, complete with team owners, paid players and ties to big cities.Here are the two big ones, launched in the past 18 months.• Riot Games, a Los Angeles-based division of China’s Tencent Holdings TCEHY, -0.65%0700, -0.28% founded the League of Legends Championship Series. It’s based on the popular League of Legends game from Riot.• Blizzard Entertainment, a division of Activision-Blizzard ATVI, +0.92% launched the Overwatch League, a professional esports franchise based on its hugely popular game Overwatch.These leagues already drew big crowds on Twitch and platforms in Asia like Douyu and HuyaHUYA, -0.49%  . But the July 27-28 ESPN prime-time broadcast of the Overwatch League finals is an important step in establishing esports as part of mainstream popular media, says Morgan Stanley analyst Brian Nowak. The broadcast is part of a multiyear agreement between ESPN and Blizzard Entertainment for live television coverage of the Overwatch League.What exactly is esports? NewZoo, a research group, sums up the difference from regular online videogame play in that there is an organized league, a tournament with a specific goal like winning a champion title, and paid professional athletes.And yes, this really is a sport. Sort of. It might not require the physical prowess needed to play pro basketball. But esports teams train for up to eight hours a day. They have coaches and nutritionists on staff. And they get a regular salary. About 50 colleges have varsity esports teams, and esports may be part of the 2024 Olympics.The key here is that the two leagues set up the infrastructure needed to make money from esports events, even if the initial money from broadcasting deals is small. Goldman Sachs analyst Christopher Merwin puts ESPN payments to Activision-Blizzard at $10 million to $20 million a year. That’s less than the estimated $45 million a year that Activision-Blizzard gets from a two-year distribution deal with Twitch. But in investing, it’s the medium term that matters, and the potential is big.Read: Meg Whitman invests in esports company ImmortalsThe League of Legends world finals last year attracted 58 million viewers, according to Riot Games, which publishes this game. That’s already a lot bigger than the World Series (38 million), the NBA finals (32 million), and the Stanley Cup finals (11 million), notes Goldman’s Merwin.But this is just the beginning. Drawing on research from NewZoo, Merwin thinks the global monthly audience for esports will reach 167 million this year, larger than the draw of Major League Baseball and the National Hockey League.“By 2022, we estimate the esports audience will reach 276 million, similar in size to the NFL today,” he says.There is plenty of room for growth in part because esports is going mainstream. But there’s also a lot of room for growth from the inside, since only 15% of gamers say they have watched an esports competition, says Mintel, a consumer research group.Advertisers love esports because it gives them access to younger people, who are notorious cord-cutters with cable television. About 80% of the esports audience is under 35.T-Mobile U.S. TMUS, +0.30% has partnered with the Overwatch League and teams to create branded content and offer discounts. PepsiCo PEP, +0.72%  and Turtle Wax have sponsored esports teams. Videogame publishers also make money by selling media rights.Merwin thinks esports revenue will hit $3 billion by 2022, from $655 million last year. This will be a big deal for videogame publishers. Merwin thinks esports will contribute 38 cents a share in annual earnings at Activision by 2023. For context, the company averaged 98 cents a share in annual earnings during the past five years. And that 38 cents a share could translate to almost $9 on the share price, assuming a price-earnings multiple of 23. Activision recently traded for about $78.What will continue to drive all of this growth? Mainstreaming, thanks to ESPN, will be a big factor in attracting a fresh wave of interest in videogames. Here are four others factors.Jeff Reeves: 7 stocks that will get you into the esports phenomenonHighly popular videogames like Fortnite, which has more than 125 million players in part because anyone can play for free, will continue to draw new faces into the space. This will support esports growth. Other popular titles attracting newcomers include PlayerUnknown’s Battlegrounds, Dungeon Fighter Online, Call of Duty, Grand Theft Auto and Fédération Internationale de Football Association (FIFA) games.Read: How ‘Fortnite’ cracked the code to become the most successful free videogame everFortnite publisher Epic Games recently offered $100 million in prize money for Fortnite esports tournaments. That’s nearly the size of the entire esports prize pool in 2017. This will attract more fans.Also: Want to make money off the ‘Fortnite’ video game? Buy this stockCompetitive gaming on mobile — as oppose to PCs — is big in Asia. Analysts question whether esports and videogame play will make the same crossover in the West. But Asia often sets the trends in video gaming, so it might.Wherever there are sports, you will find gamblers. And esports will be no exception. International Data Corporation estimates that at least $250 million will be wagered legally on esports events this year. That’s small. But two factors suggest decent growth — and spillover effects — ahead.One is that Las Vegas is trying to move into this area, partly as a way to attract millennials to gaming, says GAMCO Investors gaming analyst Adam Trivison. Luxor Hotel & Casino has set up an esports arena that Trivison describes as impressive.The other is the repeal of the Professional and Amateur Sports Protection Act of 1992. This clears the way for states to set up sports gambling venues — including venues dedicated to esports.Sports gambling is a low-margin business, says Trivison. It’s more of a way for casinos to draw crowds.It will do the same thing for esports.Now read: Esports are here to stay, but who is poised to make a killing?Michael Brush is a Manhattan-based financial writer. At the time of publication, he had no positions in any stocks mentioned in this column. Brush has suggested DIS, AMZN, GOOGL and NFLX in his stock newsletter Brush Up on Stocks.Create an email alert for Michael Brush’s MarketWatch columns here (requires sign-in).Michael Brush is a Manhattan-based financial writer who publishes the stock newsletter Brush Up on Stocks. Brush has covered business for the New York Times and The Economist group. He attended Columbia Business School in the Knight-Bagehot program.Join the conversation"
